Previous Wall_Arr[0][0] Position ; X = 0 ; Y = 0 ;       NEW ;  Wall_Arr[0][0] Position ; X = -45 ; Y = -1215
Previous Wall_Arr[61][2] Position ; X = 976 ; Y = 32 ;       NEW ;  Wall_Arr[61][2] Position ; X = 5445 ; Y = -1035
Previous Wall_Arr[61][3] Position ; X = 976 ; Y = 48 ;       NEW ;  Wall_Arr[61][3] Position ; X = 5445 ; Y = -945
Previous Wall_Arr[61][4] Position ; X = 976 ; Y = 64 ;       NEW ;  Wall_Arr[61][4] Position ; X = 5445 ; Y = -855
Previous Wall_Arr[61][5] Position ; X = 976 ; Y = 80 ;       NEW ;  Wall_Arr[61][5] Position ; X = 5445 ; Y = -765
Previous Wall_Arr[61][6] Position ; X = 976 ; Y = 96 ;       NEW ;  Wall_Arr[61][6] Position ; X = 5445 ; Y = -675
Previous Wall_Arr[61][7] Position ; X = 976 ; Y = 112 ;       NEW ;  Wall_Arr[61][7] Position ; X = 5445 ; Y = -585
Previous Wall_Arr[61][8] Position ; X = 976 ; Y = 128 ;       NEW ;  Wall_Arr[61][8] Position ; X = 5445 ; Y = -495
Previous Wall_Arr[61][9] Position ; X = 976 ; Y = 144 ;       NEW ;  Wall_Arr[61][9] Position ; X = 5445 ; Y = -405
Previous Wall_Arr[61][10] Position ; X = 976 ; Y = 160 ;       NEW ;  Wall_Arr[61][10] Position ; X = 5445 ; Y = -315
Previous Wall_Arr[61][11] Position ; X = 976 ; Y = 176 ;       NEW ;  Wall_Arr[61][11] Position ; X = 5445 ; Y = -225
Previous Wall_Arr[61][12] Position ; X = 976 ; Y = 192 ;       NEW ;  Wall_Arr[61][12] Position ; X = 5445 ; Y = -135
Previous Wall_Arr[61][13] Position ; X = 976 ; Y = 208 ;       NEW ;  Wall_Arr[61][13] Position ; X = 5445 ; Y = -45
Previous Wall_Arr[61][14] Position ; X = 976 ; Y = 224 ;       NEW ;  Wall_Arr[61][14] Position ; X = 5445 ; Y = 45
Previous Wall_Arr[61][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[61][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[61][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[61][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[61][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[61][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[61][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[61][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[61][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[61][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[61][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[61][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[61][21] Position ; X = 976 ; Y = 336 ;       NEW ;  Wall_Arr[61][21] Position ; X = 5445 ; Y = 675
Previous Wall_Arr[62][0] Position ; X = 992 ; Y = 0 ;       NEW ;  Wall_Arr[62][0] Position ; X = 5535 ; Y = -1215
Previous Wall_Arr[62][1] Position ; X = 992 ; Y = 16 ;       NEW ;  Wall_Arr[62][1] Position ; X = 5535 ; Y = -1125
Previous Wall_Arr[62][2] Position ; X = 992 ; Y = 32 ;       NEW ;  Wall_Arr[62][2] Position ; X = 5535 ; Y = -1035
Previous Wall_Arr[62][3] Position ; X = 992 ; Y = 48 ;       NEW ;  Wall_Arr[62][3] Position ; X = 5535 ; Y = -945
Previous Wall_Arr[62][4] Position ; X = 992 ; Y = 64 ;       NEW ;  Wall_Arr[62][4] Position ; X = 5535 ; Y = -855
Previous Wall_Arr[62][5] Position ; X = 992 ; Y = 80 ;       NEW ;  Wall_Arr[62][5] Position ; X = 5535 ; Y = -765
Previous Wall_Arr[62][6] Position ; X = 992 ; Y = 96 ;       NEW ;  Wall_Arr[62][6] Position ; X = 5535 ; Y = -675
Previous Wall_Arr[62][7] Position ; X = 992 ; Y = 112 ;       NEW ;  Wall_Arr[62][7] Position ; X = 5535 ; Y = -585
Previous Wall_Arr[62][8] Position ; X = 992 ; Y = 128 ;       NEW ;  Wall_Arr[62][8] Position ; X = 5535 ; Y = -495
Previous Wall_Arr[62][9] Position ; X = 992 ; Y = 144 ;       NEW ;  Wall_Arr[62][9] Position ; X = 5535 ; Y = -405
Previous Wall_Arr[62][10] Position ; X = 992 ; Y = 160 ;       NEW ;  Wall_Arr[62][10] Position ; X = 5535 ; Y = -315
Previous Wall_Arr[62][11] Position ; X = 992 ; Y = 176 ;       NEW ;  Wall_Arr[62][11] Position ; X = 5535 ; Y = -225
Previous Wall_Arr[62][12] Position ; X = 992 ; Y = 192 ;       NEW ;  Wall_Arr[62][12] Position ; X = 5535 ; Y = -135
Previous Wall_Arr[62][13] Position ; X = 992 ; Y = 208 ;       NEW ;  Wall_Arr[62][13] Position ; X = 5535 ; Y = -45
Previous Wall_Arr[62][14] Position ; X = 992 ; Y = 224 ;       NEW ;  Wall_Arr[62][14] Position ; X = 5535 ; Y = 45
Previous Wall_Arr[62][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[62][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[62][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[62][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[62][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[62][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[62][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[62][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[62][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[62][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[62][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[62][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[62][21] Position ; X = 992 ; Y = 336 ;       NEW ;  Wall_Arr[62][21] Position ; X = 5535 ; Y = 675
Previous Wall_Arr[63][0] Position ; X = 1008 ; Y = 0 ;       NEW ;  Wall_Arr[63][0] Position ; X = 5625 ; Y = -1215
Previous Wall_Arr[63][1] Position ; X = 1008 ; Y = 16 ;       NEW ;  Wall_Arr[63][1] Position ; X = 5625 ; Y = -1125
Previous Wall_Arr[63][2] Position ; X = 1008 ; Y = 32 ;       NEW ;  Wall_Arr[63][2] Position ; X = 5625 ; Y = -1035
Previous Wall_Arr[63][3] Position ; X = 1008 ; Y = 48 ;       NEW ;  Wall_Arr[63][3] Position ; X = 5625 ; Y = -945
Previous Wall_Arr[63][4] Position ; X = 1008 ; Y = 64 ;       NEW ;  Wall_Arr[63][4] Position ; X = 5625 ; Y = -855
Previous Wall_Arr[63][5] Position ; X = 1008 ; Y = 80 ;       NEW ;  Wall_Arr[63][5] Position ; X = 5625 ; Y = -765
Previous Wall_Arr[63][6] Position ; X = 1008 ; Y = 96 ;       NEW ;  Wall_Arr[63][6] Position ; X = 5625 ; Y = -675
Previous Wall_Arr[63][7] Position ; X = 1008 ; Y = 112 ;       NEW ;  Wall_Arr[63][7] Position ; X = 5625 ; Y = -585
Previous Wall_Arr[63][8] Position ; X = 1008 ; Y = 128 ;       NEW ;  Wall_Arr[63][8] Position ; X = 5625 ; Y = -495
Previous Wall_Arr[63][9] Position ; X = 1008 ; Y = 144 ;       NEW ;  Wall_Arr[63][9] Position ; X = 5625 ; Y = -405
Previous Wall_Arr[63][10] Position ; X = 1008 ; Y = 160 ;       NEW ;  Wall_Arr[63][10] Position ; X = 5625 ; Y = -315
Previous Wall_Arr[63][11] Position ; X = 1008 ; Y = 176 ;       NEW ;  Wall_Arr[63][11] Position ; X = 5625 ; Y = -225
Previous Wall_Arr[63][12] Position ; X = 1008 ; Y = 192 ;       NEW ;  Wall_Arr[63][12] Position ; X = 5625 ; Y = -135
Previous Wall_Arr[63][13] Position ; X = 1008 ; Y = 208 ;       NEW ;  Wall_Arr[63][13] Position ; X = 5625 ; Y = -45
Previous Wall_Arr[63][14] Position ; X = 1008 ; Y = 224 ;       NEW ;  Wall_Arr[63][14] Position ; X = 5625 ; Y = 45
Previous Wall_Arr[63][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[63][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[63][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[63][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[63][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[63][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[63][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[63][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[63][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[63][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[63][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[63][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[63][21] Position ; X = 1008 ; Y = 336 ;       NEW ;  Wall_Arr[63][21] Position ; X = 5625 ; Y = 675
Previous Wall_Arr[64][0] Position ; X = 1024 ; Y = 0 ;       NEW ;  Wall_Arr[64][0] Position ; X = 5715 ; Y = -1215
Previous Wall_Arr[64][1] Position ; X = 1024 ; Y = 16 ;       NEW ;  Wall_Arr[64][1] Position ; X = 5715 ; Y = -1125
Previous Wall_Arr[64][2] Position ; X = 1024 ; Y = 32 ;       NEW ;  Wall_Arr[64][2] Position ; X = 5715 ; Y = -1035
Previous Wall_Arr[64][3] Position ; X = 1024 ; Y = 48 ;       NEW ;  Wall_Arr[64][3] Position ; X = 5715 ; Y = -945
Previous Wall_Arr[64][4] Position ; X = 1024 ; Y = 64 ;       NEW ;  Wall_Arr[64][4] Position ; X = 5715 ; Y = -855
Previous Wall_Arr[64][5] Position ; X = 1024 ; Y = 80 ;       NEW ;  Wall_Arr[64][5] Position ; X = 5715 ; Y = -765
Previous Wall_Arr[64][6] Position ; X = 1024 ; Y = 96 ;       NEW ;  Wall_Arr[64][6] Position ; X = 5715 ; Y = -675
Previous Wall_Arr[64][7] Position ; X = 1024 ; Y = 112 ;       NEW ;  Wall_Arr[64][7] Position ; X = 5715 ; Y = -585
Previous Wall_Arr[64][8] Position ; X = 1024 ; Y = 128 ;       NEW ;  Wall_Arr[64][8] Position ; X = 5715 ; Y = -495
Previous Wall_Arr[64][9] Position ; X = 1024 ; Y = 144 ;       NEW ;  Wall_Arr[64][9] Position ; X = 5715 ; Y = -405
Previous Wall_Arr[64][10] Position ; X = 1024 ; Y = 160 ;       NEW ;  Wall_Arr[64][10] Position ; X = 5715 ; Y = -315
Previous Wall_Arr[64][11] Position ; X = 1024 ; Y = 176 ;       NEW ;  Wall_Arr[64][11] Position ; X = 5715 ; Y = -225
Previous Wall_Arr[64][12] Position ; X = 1024 ; Y = 192 ;       NEW ;  Wall_Arr[64][12] Position ; X = 5715 ; Y = -135
Previous Wall_Arr[64][13] Position ; X = 1024 ; Y = 208 ;       NEW ;  Wall_Arr[64][13] Position ; X = 5715 ; Y = -45
Previous Wall_Arr[64][14] Position ; X = 1024 ; Y = 224 ;       NEW ;  Wall_Arr[64][14] Position ; X = 5715 ; Y = 45
Previous Wall_Arr[64][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[64][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[64][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[64][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[64][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[64][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[64][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[64][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[64][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[64][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[64][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[64][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[64][21] Position ; X = 1024 ; Y = 336 ;       NEW ;  Wall_Arr[64][21] Position ; X = 5715 ; Y = 675
Previous Wall_Arr[65][0] Position ; X = 1040 ; Y = 0 ;       NEW ;  Wall_Arr[65][0] Position ; X = 5805 ; Y = -1215
Previous Wall_Arr[65][1] Position ; X = 1040 ; Y = 16 ;       NEW ;  Wall_Arr[65][1] Position ; X = 5805 ; Y = -1125
Previous Wall_Arr[65][2] Position ; X = 1040 ; Y = 32 ;       NEW ;  Wall_Arr[65][2] Position ; X = 5805 ; Y = -1035
Previous Wall_Arr[65][3] Position ; X = 1040 ; Y = 48 ;       NEW ;  Wall_Arr[65][3] Position ; X = 5805 ; Y = -945
Previous Wall_Arr[65][4] Position ; X = 1040 ; Y = 64 ;       NEW ;  Wall_Arr[65][4] Position ; X = 5805 ; Y = -855
Previous Wall_Arr[65][5] Position ; X = 1040 ; Y = 80 ;       NEW ;  Wall_Arr[65][5] Position ; X = 5805 ; Y = -765
Previous Wall_Arr[65][6] Position ; X = 1040 ; Y = 96 ;       NEW ;  Wall_Arr[65][6] Position ; X = 5805 ; Y = -675
Previous Wall_Arr[65][7] Position ; X = 1040 ; Y = 112 ;       NEW ;  Wall_Arr[65][7] Position ; X = 5805 ; Y = -585
Previous Wall_Arr[65][8] Position ; X = 1040 ; Y = 128 ;       NEW ;  Wall_Arr[65][8] Position ; X = 5805 ; Y = -495
Previous Wall_Arr[65][9] Position ; X = 1040 ; Y = 144 ;       NEW ;  Wall_Arr[65][9] Position ; X = 5805 ; Y = -405
Previous Wall_Arr[65][10] Position ; X = 1040 ; Y = 160 ;       NEW ;  Wall_Arr[65][10] Position ; X = 5805 ; Y = -315
Previous Wall_Arr[65][11] Position ; X = 1040 ; Y = 176 ;       NEW ;  Wall_Arr[65][11] Position ; X = 5805 ; Y = -225
Previous Wall_Arr[65][12] Position ; X = 1040 ; Y = 192 ;       NEW ;  Wall_Arr[65][12] Position ; X = 5805 ; Y = -135
Previous Wall_Arr[65][13] Position ; X = 1040 ; Y = 208 ;       NEW ;  Wall_Arr[65][13] Position ; X = 5805 ; Y = -45
Previous Wall_Arr[65][14] Position ; X = 1040 ; Y = 224 ;       NEW ;  Wall_Arr[65][14] Position ; X = 5805 ; Y = 45
Previous Wall_Arr[65][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[65][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[65][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[65][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[65][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[65][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[65][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[65][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[65][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[65][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[65][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[65][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[65][21] Position ; X = 1040 ; Y = 336 ;       NEW ;  Wall_Arr[65][21] Position ; X = 5805 ; Y = 675
Previous Wall_Arr[66][0] Position ; X = 1056 ; Y = 0 ;       NEW ;  Wall_Arr[66][0] Position ; X = 5895 ; Y = -1215
Previous Wall_Arr[66][1] Position ; X = 1056 ; Y = 16 ;       NEW ;  Wall_Arr[66][1] Position ; X = 5895 ; Y = -1125
Previous Wall_Arr[66][2] Position ; X = 1056 ; Y = 32 ;       NEW ;  Wall_Arr[66][2] Position ; X = 5895 ; Y = -1035
Previous Wall_Arr[66][3] Position ; X = 1056 ; Y = 48 ;       NEW ;  Wall_Arr[66][3] Position ; X = 5895 ; Y = -945
Previous Wall_Arr[66][4] Position ; X = 1056 ; Y = 64 ;       NEW ;  Wall_Arr[66][4] Position ; X = 5895 ; Y = -855
Previous Wall_Arr[66][5] Position ; X = 1056 ; Y = 80 ;       NEW ;  Wall_Arr[66][5] Position ; X = 5895 ; Y = -765
Previous Wall_Arr[66][6] Position ; X = 1056 ; Y = 96 ;       NEW ;  Wall_Arr[66][6] Position ; X = 5895 ; Y = -675
Previous Wall_Arr[66][7] Position ; X = 1056 ; Y = 112 ;       NEW ;  Wall_Arr[66][7] Position ; X = 5895 ; Y = -585
Previous Wall_Arr[66][8] Position ; X = 1056 ; Y = 128 ;       NEW ;  Wall_Arr[66][8] Position ; X = 5895 ; Y = -495
Previous Wall_Arr[66][9] Position ; X = 1056 ; Y = 144 ;       NEW ;  Wall_Arr[66][9] Position ; X = 5895 ; Y = -405
Previous Wall_Arr[66][10] Position ; X = 1056 ; Y = 160 ;       NEW ;  Wall_Arr[66][10] Position ; X = 5895 ; Y = -315
Previous Wall_Arr[66][11] Position ; X = 1056 ; Y = 176 ;       NEW ;  Wall_Arr[66][11] Position ; X = 5895 ; Y = -225
Previous Wall_Arr[66][12] Position ; X = 1056 ; Y = 192 ;       NEW ;  Wall_Arr[66][12] Position ; X = 5895 ; Y = -135
Previous Wall_Arr[66][13] Position ; X = 1056 ; Y = 208 ;       NEW ;  Wall_Arr[66][13] Position ; X = 5895 ; Y = -45
Previous Wall_Arr[66][14] Position ; X = 1056 ; Y = 224 ;       NEW ;  Wall_Arr[66][14] Position ; X = 5895 ; Y = 45
Previous Wall_Arr[66][15] Position ; X = 1056 ; Y = 240 ;       NEW ;  Wall_Arr[66][15] Position ; X = 5895 ; Y = 135
Previous Wall_Arr[66][16] Position ; X = 1056 ; Y = 256 ;       NEW ;  Wall_Arr[66][16] Position ; X = 5895 ; Y = 225
Previous Wall_Arr[66][17] Position ; X = 1056 ; Y = 272 ;       NEW ;  Wall_Arr[66][17] Position ; X = 5895 ; Y = 315
Previous Wall_Arr[66][18] Position ; X = 1056 ; Y = 288 ;       NEW ;  Wall_Arr[66][18] Position ; X = 5895 ; Y = 405
Previous Wall_Arr[66][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[66][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[66][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[66][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[66][21] Position ; X = 1056 ; Y = 336 ;       NEW ;  Wall_Arr[66][21] Position ; X = 5895 ; Y = 675
Previous Wall_Arr[67][0] Position ; X = 1072 ; Y = 0 ;       NEW ;  Wall_Arr[67][0] Position ; X = 5985 ; Y = -1215
Previous Wall_Arr[67][1] Position ; X = 1072 ; Y = 16 ;       NEW ;  Wall_Arr[67][1] Position ; X = 5985 ; Y = -1125
Previous Wall_Arr[67][2] Position ; X = 1072 ; Y = 32 ;       NEW ;  Wall_Arr[67][2] Position ; X = 5985 ; Y = -1035
Previous Wall_Arr[67][3] Position ; X = 1072 ; Y = 48 ;       NEW ;  Wall_Arr[67][3] Position ; X = 5985 ; Y = -945
Previous Wall_Arr[67][4] Position ; X = 1072 ; Y = 64 ;       NEW ;  Wall_Arr[67][4] Position ; X = 5985 ; Y = -855
Previous Wall_Arr[67][5] Position ; X = 1072 ; Y = 80 ;       NEW ;  Wall_Arr[67][5] Position ; X = 5985 ; Y = -765
Previous Wall_Arr[67][6] Position ; X = 1072 ; Y = 96 ;       NEW ;  Wall_Arr[67][6] Position ; X = 5985 ; Y = -675
Previous Wall_Arr[67][7] Position ; X = 1072 ; Y = 112 ;       NEW ;  Wall_Arr[67][7] Position ; X = 5985 ; Y = -585
Previous Wall_Arr[67][8] Position ; X = 1072 ; Y = 128 ;       NEW ;  Wall_Arr[67][8] Position ; X = 5985 ; Y = -495
Previous Wall_Arr[67][9] Position ; X = 1072 ; Y = 144 ;       NEW ;  Wall_Arr[67][9] Position ; X = 5985 ; Y = -405
Previous Wall_Arr[67][10] Position ; X = 1072 ; Y = 160 ;       NEW ;  Wall_Arr[67][10] Position ; X = 5985 ; Y = -315
Previous Wall_Arr[67][11] Position ; X = 1072 ; Y = 176 ;       NEW ;  Wall_Arr[67][11] Position ; X = 5985 ; Y = -225
Previous Wall_Arr[67][12] Position ; X = 1072 ; Y = 192 ;       NEW ;  Wall_Arr[67][12] Position ; X = 5985 ; Y = -135
Previous Wall_Arr[67][13] Position ; X = 1072 ; Y = 208 ;       NEW ;  Wall_Arr[67][13] Position ; X = 5985 ; Y = -45
Previous Wall_Arr[67][14] Position ; X = 1072 ; Y = 224 ;       NEW ;  Wall_Arr[67][14] Position ; X = 5985 ; Y = 45
Previous Wall_Arr[67][15] Position ; X = 1072 ; Y = 240 ;       NEW ;  Wall_Arr[67][15] Position ; X = 5985 ; Y = 135
Previous Wall_Arr[67][16] Position ; X = 1072 ; Y = 256 ;       NEW ;  Wall_Arr[67][16] Position ; X = 5985 ; Y = 225
Previous Wall_Arr[67][17] Position ; X = 1072 ; Y = 272 ;       NEW ;  Wall_Arr[67][17] Position ; X = 5985 ; Y = 315
Previous Wall_Arr[67][18] Position ; X = 1072 ; Y = 288 ;       NEW ;  Wall_Arr[67][18] Position ; X = 5985 ; Y = 405
Previous Wall_Arr[67][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[67][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[67][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[67][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[67][21] Position ; X = 1072 ; Y = 336 ;       NEW ;  Wall_Arr[67][21] Position ; X = 5985 ; Y = 675
Previous Wall_Arr[68][0] Position ; X = 1088 ; Y = 0 ;       NEW ;  Wall_Arr[68][0] Position ; X = 6075 ; Y = -1215
Previous Wall_Arr[68][1] Position ; X = 1088 ; Y = 16 ;       NEW ;  Wall_Arr[68][1] Position ; X = 6075 ; Y = -1125
Previous Wall_Arr[68][2] Position ; X = 1088 ; Y = 32 ;       NEW ;  Wall_Arr[68][2] Position ; X = 6075 ; Y = -1035
Previous Wall_Arr[68][3] Position ; X = 1088 ; Y = 48 ;       NEW ;  Wall_Arr[68][3] Position ; X = 6075 ; Y = -945
Previous Wall_Arr[68][4] Position ; X = 1088 ; Y = 64 ;       NEW ;  Wall_Arr[68][4] Position ; X = 6075 ; Y = -855
Previous Wall_Arr[68][5] Position ; X = 1088 ; Y = 80 ;       NEW ;  Wall_Arr[68][5] Position ; X = 6075 ; Y = -765
Previous Wall_Arr[68][6] Position ; X = 1088 ; Y = 96 ;       NEW ;  Wall_Arr[68][6] Position ; X = 6075 ; Y = -675
Previous Wall_Arr[68][7] Position ; X = 1088 ; Y = 112 ;       NEW ;  Wall_Arr[68][7] Position ; X = 6075 ; Y = -585
Previous Wall_Arr[68][8] Position ; X = 1088 ; Y = 128 ;       NEW ;  Wall_Arr[68][8] Position ; X = 6075 ; Y = -495
Previous Wall_Arr[68][9] Position ; X = 1088 ; Y = 144 ;       NEW ;  Wall_Arr[68][9] Position ; X = 6075 ; Y = -405
Previous Wall_Arr[68][10] Position ; X = 1088 ; Y = 160 ;       NEW ;  Wall_Arr[68][10] Position ; X = 6075 ; Y = -315
Previous Wall_Arr[68][11] Position ; X = 1088 ; Y = 176 ;       NEW ;  Wall_Arr[68][11] Position ; X = 6075 ; Y = -225
Previous Wall_Arr[68][12] Position ; X = 1088 ; Y = 192 ;       NEW ;  Wall_Arr[68][12] Position ; X = 6075 ; Y = -135
Previous Wall_Arr[68][13] Position ; X = 1088 ; Y = 208 ;       NEW ;  Wall_Arr[68][13] Position ; X = 6075 ; Y = -45
Previous Wall_Arr[68][14] Position ; X = 1088 ; Y = 224 ;       NEW ;  Wall_Arr[68][14] Position ; X = 6075 ; Y = 45
Previous Wall_Arr[68][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[68][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[68][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[68][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[68][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[68][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[68][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[68][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[68][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[68][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[68][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[68][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[68][21] Position ; X = 1088 ; Y = 336 ;       NEW ;  Wall_Arr[68][21] Position ; X = 6075 ; Y = 675
Previous Wall_Arr[69][0] Position ; X = 1104 ; Y = 0 ;       NEW ;  Wall_Arr[69][0] Position ; X = 6165 ; Y = -1215
Previous Wall_Arr[69][1] Position ; X = 1104 ; Y = 16 ;       NEW ;  Wall_Arr[69][1] Position ; X = 6165 ; Y = -1125
Previous Wall_Arr[69][2] Position ; X = 1104 ; Y = 32 ;       NEW ;  Wall_Arr[69][2] Position ; X = 6165 ; Y = -1035
Previous Wall_Arr[69][3] Position ; X = 1104 ; Y = 48 ;       NEW ;  Wall_Arr[69][3] Position ; X = 6165 ; Y = -945
Previous Wall_Arr[69][4] Position ; X = 1104 ; Y = 64 ;       NEW ;  Wall_Arr[69][4] Position ; X = 6165 ; Y = -855
Previous Wall_Arr[69][5] Position ; X = 1104 ; Y = 80 ;       NEW ;  Wall_Arr[69][5] Position ; X = 6165 ; Y = -765
Previous Wall_Arr[69][6] Position ; X = 1104 ; Y = 96 ;       NEW ;  Wall_Arr[69][6] Position ; X = 6165 ; Y = -675
Previous Wall_Arr[69][7] Position ; X = 1104 ; Y = 112 ;       NEW ;  Wall_Arr[69][7] Position ; X = 6165 ; Y = -585
Previous Wall_Arr[69][8] Position ; X = 1104 ; Y = 128 ;       NEW ;  Wall_Arr[69][8] Position ; X = 6165 ; Y = -495
Previous Wall_Arr[69][9] Position ; X = 1104 ; Y = 144 ;       NEW ;  Wall_Arr[69][9] Position ; X = 6165 ; Y = -405
Previous Wall_Arr[69][10] Position ; X = 1104 ; Y = 160 ;       NEW ;  Wall_Arr[69][10] Position ; X = 6165 ; Y = -315
Previous Wall_Arr[69][11] Position ; X = 1104 ; Y = 176 ;       NEW ;  Wall_Arr[69][11] Position ; X = 6165 ; Y = -225
Previous Wall_Arr[69][12] Position ; X = 1104 ; Y = 192 ;       NEW ;  Wall_Arr[69][12] Position ; X = 6165 ; Y = -135
Previous Wall_Arr[69][13] Position ; X = 1104 ; Y = 208 ;       NEW ;  Wall_Arr[69][13] Position ; X = 6165 ; Y = -45
Previous Wall_Arr[69][14] Position ; X = 1104 ; Y = 224 ;       NEW ;  Wall_Arr[69][14] Position ; X = 6165 ; Y = 45
Previous Wall_Arr[69][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[69][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[69][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[69][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[69][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[69][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[69][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[69][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[69][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[69][19] Position ; X = -10000 ; Y = 0
